month,year,amphoe_code,Rain_Avg
สิงหาคม,2011,2208,314.93
สิงหาคม,2011,2209,425.37
สิงหาคม,2011,2210,365.45
สิงหาคม,2011,2301,505.13
สิงหาคม,2011,2302,687.68
สิงหาคม,2011,2303,485.65
สิงหาคม,2011,2304,484.92
สิงหาคม,2011,2305,488.43
สิงหาคม,2011,2306,597.02
สิงหาคม,2011,2307,510.04
สิงหาคม,2011,2401,268.81
สิงหาคม,2011,2402,304.92
สิงหาคม,2011,2403,279.63
สิงหาคม,2011,2404,323.55
สิงหาคม,2011,2405,299.14
สิงหาคม,2011,2406,261.47
สิงหาคม,2011,2407,297.17
สิงหาคม,2011,2408,254.42
สิงหาคม,2011,2409,257.51
สิงหาคม,2011,2410,262.88
สิงหาคม,2011,2411,310.38
สิงหาคม,2011,2501,279.57
สิงหาคม,2011,2502,175.32
สิงหาคม,2011,2503,189.61
สิงหาคม,2011,2506,286.26
สิงหาคม,2011,2507,202.87
สิงหาคม,2011,2508,212.11
สิงหาคม,2011,2509,269.74
สิงหาคม,2011,2601,183.52
สิงหาคม,2011,2602,226.33
สิงหาคม,2011,2603,195.8
สิงหาคม,2011,2604,213.09
สิงหาคม,2011,2701,222.76
สิงหาคม,2011,2702,284.72
สิงหาคม,2011,2703,211.89
สิงหาคม,2011,2704,304.02
สิงหาคม,2011,2705,223.23
สิงหาคม,2011,2706,264.61
สิงหาคม,2011,2707,296.66
สิงหาคม,2011,2708,249.29
สิงหาคม,2011,2709,308.57
สิงหาคม,2011,3001,130.49
สิงหาคม,2011,3002,129.24
สิงหาคม,2011,3003,159.99
สิงหาคม,2011,3004,203.72
สิงหาคม,2011,3005,246.46
สิงหาคม,2011,3006,149.1
สิงหาคม,2011,3007,122.42
สิงหาคม,2011,3008,147.04
สิงหาคม,2011,3009,159.01
สิงหาคม,2011,3010,161.08
สิงหาคม,2011,3011,180.57
สิงหาคม,2011,3012,247.52
สิงหาคม,2011,3013,256.2
สิงหาคม,2011,3014,125.33
สิงหาคม,2011,3015,186.9
สิงหาคม,2011,3016,186.49
สิงหาคม,2011,3017,239.89
สิงหาคม,2011,3018,144.09
สิงหาคม,2011,3019,155.92
สิงหาคม,2011,3020,149.45
สิงหาคม,2011,3021,153.46
สิงหาคม,2011,3022,131.09
สิงหาคม,2011,3023,262.33
สิงหาคม,2011,3024,237.23
สิงหาคม,2011,3025,148.42
สิงหาคม,2011,3026,159.6
สิงหาคม,2011,3027,299.88
สิงหาคม,2011,3028,172.72
สิงหาคม,2011,3029,313.61
สิงหาคม,2011,3030,263.54
สิงหาคม,2011,3031,252.06
สิงหาคม,2011,3032,150.3
สิงหาคม,2011,3101,219.03
สิงหาคม,2011,3102,341.02
สิงหาคม,2011,3103,267.99
สิงหาคม,2011,3104,163.11
สิงหาคม,2011,3105,162.38
สิงหาคม,2011,3106,171.92
สิงหาคม,2011,3107,199.12
สิงหาคม,2011,3108,213.4
สิงหาคม,2011,3109,277.44
สิงหาคม,2011,3110,198.11
สิงหาคม,2011,3111,315.31
สิงหาคม,2011,3112,168
สิงหาคม,2011,3113,250.65
สิงหาคม,2011,3114,176.82
สิงหาคม,2011,3115,247.35
สิงหาคม,2011,3116,292.11
สิงหาคม,2011,3117,164.81
สิงหาคม,2011,3118,173.4
สิงหาคม,2011,3119,282.36
สิงหาคม,2011,3120,179.34
สิงหาคม,2011,3121,348.88
สิงหาคม,2011,3122,381.69
สิงหาคม,2011,3123,173.31
สิงหาคม,2011,3201,241.2
สิงหาคม,2011,3202,286.65
สิงหาคม,2011,3203,277.7
สิงหาคม,2011,3204,288.69
สิงหาคม,2011,3205,254.5
สิงหาคม,2011,3206,265.5
สิงหาคม,2011,3207,285.2
สิงหาคม,2011,3208,284.55
สิงหาคม,2011,3209,269.83
สิงหาคม,2011,3210,275.56
สิงหาคม,2011,3211,268.27
สิงหาคม,2011,3212,309.79
สิงหาคม,2011,3213,301.07
สิงหาคม,2011,3214,251.92
สิงหาคม,2011,3215,282.34
สิงหาคม,2011,3216,261.6
สิงหาคม,2011,3217,302.63
สิงหาคม,2011,3301,419.35
สิงหาคม,2011,3302,414.74
สิงหาคม,2011,3303,425.74
สิงหาคม,2011,3304,381.94
สิงหาคม,2011,3305,337.86
สิงหาคม,2011,3306,383.91
สิงหาคม,2011,3307,320.91
สิงหาคม,2011,3308,363.04
สิงหาคม,2011,3309,307.21
สิงหาคม,2011,3310,373.99
สิงหาคม,2011,3311,338.5
สิงหาคม,2011,3312,336.97
สิงหาคม,2011,3313,423.31
สิงหาคม,2011,3314,403.97
สิงหาคม,2011,3315,417.56
สิงหาคม,2011,3316,389.53
สิงหาคม,2011,3317,337.24
สิงหาคม,2011,3318,338.78
สิงหาคม,2011,3319,415.61
สิงหาคม,2011,3320,413.58
สิงหาคม,2011,3321,327.76
สิงหาคม,2011,3322,311.88
สิงหาคม,2011,3401,442.42
สิงหาคม,2011,3402,463.57
สิงหาคม,2011,3403,458.82
สิงหาคม,2011,3404,396.4
สิงหาคม,2011,3405,466.21
สิงหาคม,2011,3407,427.94
สิงหาคม,2011,3408,455
สิงหาคม,2011,3409,453
สิงหาคม,2011,3410,455.25
สิงหาคม,2011,3411,448.58
สิงหาคม,2011,3412,447.82
สิงหาคม,2011,3414,434.58
สิงหาคม,2011,3415,438.25
สิงหาคม,2011,3419,459.66
สิงหาคม,2011,3420,460.74
สิงหาคม,2011,3421,466.96
สิงหาคม,2011,3422,432.08
สิงหาคม,2011,3424,456.22
สิงหาคม,2011,3425,458.38
สิงหาคม,2011,3426,426.29
สิงหาคม,2011,3429,455.6
สิงหาคม,2011,3430,473.49
สิงหาคม,2011,3431,450.69
สิงหาคม,2011,3432,458.54
สิงหาคม,2011,3433,421.82
สิงหาคม,2011,3501,313.43
สิงหาคม,2011,3502,315.33
สิงหาคม,2011,3503,317.69
สิงหาคม,2011,3504,339.76
สิงหาคม,2011,3505,342.45
สิงหาคม,2011,3506,339.33
สิงหาคม,2011,3507,393.53
สิงหาคม,2011,3508,396.47
สิงหาคม,2011,3509,382.91
สิงหาคม,2011,3601,256.41
สิงหาคม,2011,3602,261.59
สิงหาคม,2011,3603,259.73
สิงหาคม,2011,3604,236.51
สิงหาคม,2011,3605,222.6
สิงหาคม,2011,3606,211.2
สิงหาคม,2011,3607,184.47
สิงหาคม,2011,3608,230.56
สิงหาคม,2011,3609,166.55
สิงหาคม,2011,3610,239.66
สิงหาคม,2011,3611,234.48
สิงหาคม,2011,3612,240.25
สิงหาคม,2011,3613,221.44
สิงหาคม,2011,3614,226.16
สิงหาคม,2011,3615,232.76
สิงหาคม,2011,3616,213.22
สิงหาคม,2011,3701,411.25
สิงหาคม,2011,3702,453
สิงหาคม,2011,3703,442.89
สิงหาคม,2011,3704,444.67
สิงหาคม,2011,3705,422.69
สิงหาคม,2011,3706,383.07
สิงหาคม,2011,3707,434.32
สิงหาคม,2011,3801,343.4
สิงหาคม,2011,3802,393.79
สิงหาคม,2011,3803,371.89
สิงหาคม,2011,3804,465.55
สิงหาคม,2011,3805,344.02
สิงหาคม,2011,3806,490.81
สิงหาคม,2011,3807,434.83
สิงหาคม,2011,3808,479.07
สิงหาคม,2011,3901,320.44
สิงหาคม,2011,3902,345.97
สิงหาคม,2011,3903,258.01
สิงหาคม,2011,3904,280.38
สิงหาคม,2011,3905,346.23
สิงหาคม,2011,3906,347.02
สิงหาคม,2011,4001,211.2
สิงหาคม,2011,4002,221.04
สิงหาคม,2011,4003,215.01
สิงหาคม,2011,4004,226.55
สิงหาคม,2011,4005,240.77
สิงหาคม,2011,4006,264.76
สิงหาคม,2011,4007,219.64
สิงหาคม,2011,4008,231.66
สิงหาคม,2011,4009,227.03
สิงหาคม,2011,4010,208.57
สิงหาคม,2011,4011,215.74
สิงหาคม,2011,4012,240.36
สิงหาคม,2011,4013,245.41
สิงหาคม,2011,4014,255.85
สิงหาคม,2011,4015,237.53
สิงหาคม,2011,4017,217.64
สิงหาคม,2011,4018,222.65
สิงหาคม,2011,4019,253.12
สิงหาคม,2011,4020,262.46
สิงหาคม,2011,4021,215.54
สิงหาคม,2011,4022,237.72
สิงหาคม,2011,4023,265.82
สิงหาคม,2011,4024,208.71
สิงหาคม,2011,4025,223.83
สิงหาคม,2011,4101,323
สิงหาคม,2011,4102,336.39
สิงหาคม,2011,4103,305.04
สิงหาคม,2011,4104,269.31
สิงหาคม,2011,4105,259.71
สิงหาคม,2011,4106,324.86
สิงหาคม,2011,4107,349.42
สิงหาคม,2011,4108,350.27
สิงหาคม,2011,4109,278.68
สิงหาคม,2011,4110,297.55
สิงหาคม,2011,4111,350.74
สิงหาคม,2011,4117,338.79
สิงหาคม,2011,4118,348.84
สิงหาคม,2011,4119,334.06
สิงหาคม,2011,4120,349.5
สิงหาคม,2011,4121,300.07
สิงหาคม,2011,4122,351.96
สิงหาคม,2011,4123,334.66
สิงหาคม,2011,4124,292.65
สิงหาคม,2011,4125,310.76
สิงหาคม,2011,4201,301.31
สิงหาคม,2011,4202,353.77
สิงหาคม,2011,4203,355.59
สิงหาคม,2011,4204,353.41
สิงหาคม,2011,4205,203.22
สิงหาคม,2011,4206,297.18
สิงหาคม,2011,4207,314.59
สิงหาคม,2011,4208,339.09
สิงหาคม,2011,4209,318.21
สิงหาคม,2011,4210,270.11
สิงหาคม,2011,4211,274.29
สิงหาคม,2011,4212,323.18
สิงหาคม,2011,4213,345.02
สิงหาคม,2011,4214,307.04
สิงหาคม,2011,4301,344.33
สิงหาคม,2011,4302,344.52
สิงหาคม,2011,4305,345.7
สิงหาคม,2011,4307,349.03
สิงหาคม,2011,4308,351.46
สิงหาคม,2011,4314,341.11
สิงหาคม,2011,4315,363.72
สิงหาคม,2011,4316,345.02
สิงหาคม,2011,4317,349.63
สิงหาคม,2011,4401,184.45
สิงหาคม,2011,4402,254.41
สิงหาคม,2011,4403,167.58
สิงหาคม,2011,4404,184.03
สิงหาคม,2011,4405,187.37
สิงหาคม,2011,4406,185.54
สิงหาคม,2011,4407,222.22
สิงหาคม,2011,4408,309.66
สิงหาคม,2011,4409,243.03
สิงหาคม,2011,4410,269.23
สิงหาคม,2011,4411,284.25
สิงหาคม,2011,4412,180.68
สิงหาคม,2011,4413,216.38
สิงหาคม,2011,4501,220.73
สิงหาคม,2011,4502,287.43
สิงหาคม,2011,4503,299.1
สิงหาคม,2011,4504,271.05
สิงหาคม,2011,4505,285.11
สิงหาคม,2011,4506,313.09
สิงหาคม,2011,4507,304.5
สิงหาคม,2011,4508,292.82
สิงหาคม,2011,4509,354.32
สิงหาคม,2011,4510,290.94
สิงหาคม,2011,4511,284.9
สิงหาคม,2011,4512,285
สิงหาคม,2011,4513,302.52
สิงหาคม,2011,4514,286.7
สิงหาคม,2011,4515,355.66
สิงหาคม,2011,4516,239.55
สิงหาคม,2011,4517,251.9
สิงหาคม,2011,4518,288.73
สิงหาคม,2011,4519,310.63
สิงหาคม,2011,4520,289.33
สิงหาคม,2011,4601,284.9
สิงหาคม,2011,4602,346.21
สิงหาคม,2011,4603,294.16
สิงหาคม,2011,4604,306.79
สิงหาคม,2011,4605,343.38
สิงหาคม,2011,4606,419.23
สิงหาคม,2011,4607,209.25
สิงหาคม,2011,4608,226.33
สิงหาคม,2011,4609,283.28
สิงหาคม,2011,4610,369.78
สิงหาคม,2011,4611,250.95
สิงหาคม,2011,4612,245.85
สิงหาคม,2011,4613,350.99
สิงหาคม,2011,4614,358.63
สิงหาคม,2011,4615,298.63
สิงหาคม,2011,4616,404.17
สิงหาคม,2011,4617,343.87
สิงหาคม,2011,4618,285.54
สิงหาคม,2011,4701,458.16
สิงหาคม,2011,4702,482.69
สิงหาคม,2011,4703,418.72
สิงหาคม,2011,4704,476.99
สิงหาคม,2011,4705,448.69
สิงหาคม,2011,4706,403.34
สิงหาคม,2011,4707,418.25
สิงหาคม,2011,4708,416.74
สิงหาคม,2011,4709,457.23
สิงหาคม,2011,4710,379.6
สิงหาคม,2011,4711,485.99
สิงหาคม,2011,4712,361.69
สิงหาคม,2011,4713,368.42
สิงหาคม,2011,4714,473.79
สิงหาคม,2011,4715,481.36
สิงหาคม,2011,4716,384.41
สิงหาคม,2011,4717,466.78
สิงหาคม,2011,4718,421.37
สิงหาคม,2011,4801,547.62
สิงหาคม,2011,4802,517.05
สิงหาคม,2011,4803,553.75
สิงหาคม,2011,4804,527.31
สิงหาคม,2011,4805,540.1
สิงหาคม,2011,4806,554.38
สิงหาคม,2011,4807,495.98
สิงหาคม,2011,4808,507.26
สิงหาคม,2011,4809,489.67
สิงหาคม,2011,4810,505.48
สิงหาคม,2011,4811,499.82
สิงหาคม,2011,4812,503.91
สิงหาคม,2011,4901,503.37
สิงหาคม,2011,4902,451.19
สิงหาคม,2011,4903,490.59
สิงหาคม,2011,4904,438.26
สิงหาคม,2011,4905,429.41
สิงหาคม,2011,4906,532.97
สิงหาคม,2011,4907,420.56
สิงหาคม,2011,5001,259.6
สิงหาคม,2011,5002,272.21
สิงหาคม,2011,5003,280.36
สิงหาคม,2011,5004,288.81
สิงหาคม,2011,5005,260.52
สิงหาคม,2011,5006,261.79
สิงหาคม,2011,5007,260.65
สิงหาคม,2011,5008,263
สิงหาคม,2011,5009,411.1
สิงหาคม,2011,5010,470.6
สิงหาคม,2011,5011,271.96
สิงหาคม,2011,5012,253.94
สิงหาคม,2011,5013,256.73
สิงหาคม,2011,5014,260.54
สิงหาคม,2011,5015,254
สิงหาคม,2011,5016,267.81
สิงหาคม,2011,5017,224.74
สิงหาคม,2011,5018,215.67
สิงหาคม,2011,5019,254.52
สิงหาคม,2011,5020,302.35
สิงหาคม,2011,5021,386.76
สิงหาคม,2011,5022,262.52
สิงหาคม,2011,5023,260.6
สิงหาคม,2011,5024,262.74
สิงหาคม,2011,5025,287.7
สิงหาคม,2011,5101,249.3
สิงหาคม,2011,5102,259.08
สิงหาคม,2011,5103,267.5
สิงหาคม,2011,5104,158.61
สิงหาคม,2011,5105,226.04
สิงหาคม,2011,5106,255.43
สิงหาคม,2011,5107,253.39
สิงหาคม,2011,5108,266.9
สิงหาคม,2011,5201,275.27
สิงหาคม,2011,5202,263.74
สิงหาคม,2011,5203,280.05
สิงหาคม,2011,5204,270.66
สิงหาคม,2011,5205,210.98
สิงหาคม,2011,5206,222.82
สิงหาคม,2011,5207,212.6
สิงหาคม,2011,5208,157.84
สิงหาคม,2011,5209,122.87
สิงหาคม,2011,5210,292.65
สิงหาคม,2011,5211,271.92
สิงหาคม,2011,5212,285.03
สิงหาคม,2011,5213,248.84
สิงหาคม,2011,5301,337.59
สิงหาคม,2011,5302,347.91
สิงหาคม,2011,5303,289.4
สิงหาคม,2011,5304,312.9
สิงหาคม,2011,5305,342.59
สิงหาคม,2011,5306,342.82
สิงหาคม,2011,5307,287.44
สิงหาคม,2011,5308,342.74
สิงหาคม,2011,5309,318.54
สิงหาคม,2011,5401,254.92
สิงหาคม,2011,5402,270.24
สิงหาคม,2011,5403,267.18
สิงหาคม,2011,5404,255.67
สิงหาคม,2011,5405,272.13
สิงหาคม,2011,5406,274.98
สิงหาคม,2011,5407,270.68
สิงหาคม,2011,5408,265.1
สิงหาคม,2011,5501,302.33
สิงหาคม,2011,5502,340.76
สิงหาคม,2011,5503,331.76
สิงหาคม,2011,5504,314.85
สิงหาคม,2011,5505,315.8
สิงหาคม,2011,5506,315.16
สิงหาคม,2011,5507,316.51
สิงหาคม,2011,5508,308.91
สิงหาคม,2011,5509,311.25
สิงหาคม,2011,5510,289.57
สิงหาคม,2011,5511,343.29
สิงหาคม,2011,5512,321.79
สิงหาคม,2011,5513,314.88
สิงหาคม,2011,5514,303.04
สิงหาคม,2011,5515,316.52
สิงหาคม,2011,5601,189.12
สิงหาคม,2011,5602,251.78
สิงหาคม,2011,5603,318.15
สิงหาคม,2011,5604,254.61
สิงหาคม,2011,5605,194.73
สิงหาคม,2011,5606,254.1
สิงหาคม,2011,5607,224.95
สิงหาคม,2011,5608,372.54
สิงหาคม,2011,5609,197.04
สิงหาคม,2011,5701,480.29
สิงหาคม,2011,5702,518.57
สิงหาคม,2011,5703,460.62
สิงหาคม,2011,5704,394.49
สิงหาคม,2011,5705,310.59
สิงหาคม,2011,5706,305.21
สิงหาคม,2011,5707,538.93
สิงหาคม,2011,5708,490.82
สิงหาคม,2011,5709,528.35
สิงหาคม,2011,5710,382.3
สิงหาคม,2011,5711,256.34
สิงหาคม,2011,5712,478.38
สิงหาคม,2011,5713,424.2
สิงหาคม,2011,5714,464.33
สิงหาคม,2011,5715,537.43
สิงหาคม,2011,5716,519
สิงหาคม,2011,5717,521.56
สิงหาคม,2011,5718,499.69
สิงหาคม,2011,5801,304.64
สิงหาคม,2011,5802,306.23
สิงหาคม,2011,5803,275.68
สิงหาคม,2011,5804,338.89
สิงหาคม,2011,5805,314.91
สิงหาคม,2011,5806,293.17
สิงหาคม,2011,5807,295.71
สิงหาคม,2011,6001,259.77
สิงหาคม,2011,6002,241.3
สิงหาคม,2011,6003,260.57
สิงหาคม,2011,6004,243
สิงหาคม,2011,6005,236.78
สิงหาคม,2011,6006,263.32
สิงหาคม,2011,6007,141.42
สิงหาคม,2011,6008,251.18
สิงหาคม,2011,6009,227.26
สิงหาคม,2011,6010,194.38
สิงหาคม,2011,6011,231.99
สิงหาคม,2011,6012,247.51
สิงหาคม,2011,6013,221.82
สิงหาคม,2011,6014,226.9
สิงหาคม,2011,6015,228.44
สิงหาคม,2011,6101,151.75
สิงหาคม,2011,6102,205.85
สิงหาคม,2011,6103,232.63
สิงหาคม,2011,6104,180.53
สิงหาคม,2011,6105,163.65
สิงหาคม,2011,6106,144.7
สิงหาคม,2011,6107,198.97
สิงหาคม,2011,6108,172.44
สิงหาคม,2011,6201,108.74
สิงหาคม,2011,6202,150.72
สิงหาคม,2011,6203,146.29
สิงหาคม,2011,6204,192.41
สิงหาคม,2011,6205,144.21
สิงหาคม,2011,6206,126.31
สิงหาคม,2011,6207,173.43
สิงหาคม,2011,6208,181.95
สิงหาคม,2011,6209,182.77
สิงหาคม,2011,6210,234.79
สิงหาคม,2011,6211,120.88
สิงหาคม,2011,6301,104.98
สิงหาคม,2011,6302,110.69
สิงหาคม,2011,6303,92.72
สิงหาคม,2011,6304,153.77
สิงหาคม,2011,6305,251.75
สิงหาคม,2011,6306,251.48
สิงหาคม,2011,6307,251.89
สิงหาคม,2011,6308,243.17
สิงหาคม,2011,6309,146.78
สิงหาคม,2011,6401,235.59
สิงหาคม,2011,6402,170.83
สิงหาคม,2011,6403,199.49
สิงหาคม,2011,6404,260.53
สิงหาคม,2011,6405,227.32
สิงหาคม,2011,6406,215.06
สิงหาคม,2011,6407,269.87
สิงหาคม,2011,6408,288.12
สิงหาคม,2011,6409,222.93
สิงหาคม,2011,6501,315.75
สิงหาคม,2011,6502,210.04
สิงหาคม,2011,6503,293.02
สิงหาคม,2011,6504,244.66
สิงหาคม,2011,6505,267.96
สิงหาคม,2011,6506,284.94
สิงหาคม,2011,6507,317.22
สิงหาคม,2011,6508,224.54
สิงหาคม,2011,6509,232.52
สิงหาคม,2011,6601,258.7
สิงหาคม,2011,6602,261.97
สิงหาคม,2011,6603,255.61
สิงหาคม,2011,6604,262.2
สิงหาคม,2011,6605,258.59
สิงหาคม,2011,6606,259.24
สิงหาคม,2011,6607,252.35
สิงหาคม,2011,6608,254.45
สิงหาคม,2011,6609,264.65
สิงหาคม,2011,6610,255.07
สิงหาคม,2011,6611,244.17
สิงหาคม,2011,6612,258.85
สิงหาคม,2011,6701,201.72
สิงหาคม,2011,6702,225.72
สิงหาคม,2011,6703,167.71
สิงหาคม,2011,6704,175.18
สิงหาคม,2011,6705,199.2
สิงหาคม,2011,6706,136.03
สิงหาคม,2011,6707,223.77
สิงหาคม,2011,6708,227.25
สิงหาคม,2011,6709,204.41
สิงหาคม,2011,6710,232.69
สิงหาคม,2011,6711,188.91
สิงหาคม,2011,7001,99.52
สิงหาคม,2011,7002,116.22
สิงหาคม,2011,7003,122.9
สิงหาคม,2011,7004,119.37
สิงหาคม,2011,7005,143.37
สิงหาคม,2011,7006,149.7
สิงหาคม,2011,7007,120.35
สิงหาคม,2011,7008,101.58
สิงหาคม,2011,7009,102.68
สิงหาคม,2011,7010,115.83
สิงหาคม,2011,7101,144.42
สิงหาคม,2011,7102,149.85
สิงหาคม,2011,7103,136.85
สิงหาคม,2011,7104,153.19
สิงหาคม,2011,7105,154.68
สิงหาคม,2011,7106,140.23
สิงหาคม,2011,7107,246.17
สิงหาคม,2011,7108,270.73
สิงหาคม,2011,7109,122.48
สิงหาคม,2011,7110,110.4
สิงหาคม,2011,7111,137.84
สิงหาคม,2011,7112,138.71
สิงหาคม,2011,7113,120.58
สิงหาคม,2011,7201,66.23
สิงหาคม,2011,7202,113.28
สิงหาคม,2011,7203,113.4
สิงหาคม,2011,7204,72.76
สิงหาคม,2011,7205,73.28
สิงหาคม,2011,7206,76.17
สิงหาคม,2011,7207,118.81
สิงหาคม,2011,7208,93.94
สิงหาคม,2011,7209,89.57
สิงหาคม,2011,7210,99.35
สิงหาคม,2011,7301,187.57
สิงหาคม,2011,7302,181.96
สิงหาคม,2011,7303,240.77
สิงหาคม,2011,7304,211.81
สิงหาคม,2011,7305,178.93
สิงหาคม,2011,7306,247.68
สิงหาคม,2011,7307,297.56
สิงหาคม,2011,7401,180.49
สิงหาคม,2011,7402,290.4
สิงหาคม,2011,7403,172.92
สิงหาคม,2011,7501,119.48
สิงหาคม,2011,7502,111.66
สิงหาคม,2011,7503,113.47
สิงหาคม,2011,7601,120.41
สิงหาคม,2011,7602,107.85
สิงหาคม,2011,7603,111.58
สิงหาคม,2011,7604,70.34
สิงหาคม,2011,7605,96.19
สิงหาคม,2011,7606,114.04
สิงหาคม,2011,7607,119.7
สิงหาคม,2011,7608,97.59
สิงหาคม,2011,7701,72.01
สิงหาคม,2011,7702,77.18
สิงหาคม,2011,7703,74.72
สิงหาคม,2011,7704,88.35
สิงหาคม,2011,7705,110.21
สิงหาคม,2011,7706,77.34
สิงหาคม,2011,7707,65.92
สิงหาคม,2011,7708,85.64
สิงหาคม,2011,8001,194.11
สิงหาคม,2011,8002,194.16
สิงหาคม,2011,8003,206.42
สิงหาคม,2011,8004,216.09
สิงหาคม,2011,8005,203.34
สิงหาคม,2011,8006,206.25
สิงหาคม,2011,8007,194.15
สิงหาคม,2011,8008,183.23
สิงหาคม,2011,8009,205.85
สิงหาคม,2011,8010,222.35
สิงหาคม,2011,8011,219.11
สิงหาคม,2011,8012,210.49
สิงหาคม,2011,8013,213.2
สิงหาคม,2011,8014,135.08
สิงหาคม,2011,8015,127.17
สิงหาคม,2011,8016,194.81
สิงหาคม,2011,8017,209.82
สิงหาคม,2011,8018,223.71
สิงหาคม,2011,8019,210.43
สิงหาคม,2011,8020,210.2
สิงหาคม,2011,8021,156.67
สิงหาคม,2011,8022,217.24
สิงหาคม,2011,8023,211.27
สิงหาคม,2011,8101,192.65
สิงหาคม,2011,8102,202.5
สิงหาคม,2011,8103,273.43
สิงหาคม,2011,8104,209.14
สิงหาคม,2011,8105,261.5
สิงหาคม,2011,8106,276.78
สิงหาคม,2011,8107,224.2
สิงหาคม,2011,8108,192.41
สิงหาคม,2011,8201,436.97
สิงหาคม,2011,8202,380.68
สิงหาคม,2011,8203,512.06
สิงหาคม,2011,8204,469.89
สิงหาคม,2011,8205,585.05
สิงหาคม,2011,8206,401.69
สิงหาคม,2011,8207,410.82
สิงหาคม,2011,8208,531.6
สิงหาคม,2011,8301,346.74
สิงหาคม,2011,8302,352.32
สิงหาคม,2011,8303,390.11
สิงหาคม,2011,8401,153.02
สิงหาคม,2011,8402,120.3
สิงหาคม,2011,8403,120.71
สิงหาคม,2011,8404,142.11
สิงหาคม,2011,8405,147.24
สิงหาคม,2011,8406,174.37
สิงหาคม,2011,8407,195.22
สิงหาคม,2011,8408,171.28
สิงหาคม,2011,8409,224.28
สิงหาคม,2011,8410,244.79
สิงหาคม,2011,8411,160.74
สิงหาคม,2011,8412,159.59
สิงหาคม,2011,8413,170.03
สิงหาคม,2011,8414,185.25
สิงหาคม,2011,8415,209.67
สิงหาคม,2011,8416,216.03
สิงหาคม,2011,8417,158.06
สิงหาคม,2011,8418,215.52
สิงหาคม,2011,8419,178.02
สิงหาคม,2011,8501,404.98
สิงหาคม,2011,8502,249
สิงหาคม,2011,8503,366.78
สิงหาคม,2011,8504,152.81
สิงหาคม,2011,8505,352.48
สิงหาคม,2011,8601,119.49
สิงหาคม,2011,8602,137.69
สิงหาคม,2011,8603,137.77
สิงหาคม,2011,8604,189.54
สิงหาคม,2011,8605,235.62
สิงหาคม,2011,8606,320.79
สิงหาคม,2011,8607,119.43
สิงหาคม,2011,8608,150.3
สิงหาคม,2011,9001,222.21
สิงหาคม,2011,9002,188.27
สิงหาคม,2011,9003,178.4
สิงหาคม,2011,9004,156.32
สิงหาคม,2011,9005,161.74
สิงหาคม,2011,9006,185.61
สิงหาคม,2011,9007,182.38
สิงหาคม,2011,9008,176.21
สิงหาคม,2011,9009,222.21
สิงหาคม,2011,9010,67.15
สิงหาคม,2011,9011,121.2
สิงหาคม,2011,9012,207.52
สิงหาคม,2011,9013,223.75
สิงหาคม,2011,9014,226.6
สิงหาคม,2011,9015,220.88
สิงหาคม,2011,9016,97.67
สิงหาคม,2011,9101,271.27
สิงหาคม,2011,9102,250.59
สิงหาคม,2011,9103,219.54
สิงหาคม,2011,9104,280.12
สิงหาคม,2011,9105,238.07
สิงหาคม,2011,9106,224.15
สิงหาคม,2011,9107,235.04
สิงหาคม,2011,9201,208.51
สิงหาคม,2011,9202,209.04
สิงหาคม,2011,9203,208.69
สิงหาคม,2011,9204,213.36
สิงหาคม,2011,9205,217.21
สิงหาคม,2011,9206,206.69
สิงหาคม,2011,9207,222.25
สิงหาคม,2011,9208,209.49
สิงหาคม,2011,9209,206.98
สิงหาคม,2011,9210,233.58
สิงหาคม,2011,9301,173.21
สิงหาคม,2011,9302,183.32
สิงหาคม,2011,9303,173.3
สิงหาคม,2011,9304,191.85
สิงหาคม,2011,9305,182.91
สิงหาคม,2011,9306,184.03
สิงหาคม,2011,9307,191.46
สิงหาคม,2011,9308,192.31
สิงหาคม,2011,9309,180.17
สิงหาคม,2011,9310,194.79
สิงหาคม,2011,9311,189.63
สิงหาคม,2011,9401,157.36
สิงหาคม,2011,9402,145.5
สิงหาคม,2011,9403,144.53
สิงหาคม,2011,9404,215.2
สิงหาคม,2011,9405,209.86
สิงหาคม,2011,9406,242.53
สิงหาคม,2011,9407,234.09
สิงหาคม,2011,9408,242.17
สิงหาคม,2011,9409,177.59
สิงหาคม,2011,9410,169.89
สิงหาคม,2011,9411,247.56
สิงหาคม,2011,9412,177.21
สิงหาคม,2011,9501,217.98
สิงหาคม,2011,9502,221.41
สิงหาคม,2011,9503,251.43
สิงหาคม,2011,9504,237.12
สิงหาคม,2011,9505,224.1
สิงหาคม,2011,9506,249.86
สิงหาคม,2011,9507,224.6
สิงหาคม,2011,9508,278.64
สิงหาคม,2011,9601,241.5
สิงหาคม,2011,9602,242.06
สิงหาคม,2011,9603,242.55
สิงหาคม,2011,9604,241.76
สิงหาคม,2011,9605,242.75
สิงหาคม,2011,9606,246.58
สิงหาคม,2011,9607,245.49
สิงหาคม,2011,9608,245.76
สิงหาคม,2011,9609,246.85
สิงหาคม,2011,9610,244.07
สิงหาคม,2011,9611,242.91
สิงหาคม,2011,9612,242.23
สิงหาคม,2011,9613,242.57
สิงหาคม,2011,4029,248.25
สิงหาคม,2011,4016,232.48
สิงหาคม,2011,1025,327.4
สิงหาคม,2011,1017,322.58
สิงหาคม,2011,1045,327.77
สิงหาคม,2011,1048,322.6
สิงหาคม,2011,1011,225.25
